"year","cbr","cdr","real_wage","fd_cbr","fd_cdr","fd_real_wage"
1832,30.860051100305,23.3790763482513,1.24692658939234,0.370799016828393,-2.62624881159157,0.0727582919363743
1833,34.1074427459502,21.7434990008402,1.27583108715184,3.24739164564528,-1.63557734741113,0.028904497759499
1834,33.7353395949915,25.6787221424537,1.25874125874126,-0.37210315095875,3.93522314161353,-0.0170898284105832
1835,32.6684190747299,18.5530683728735,1.26738250308044,-1.0669205202616,-7.12565376958026,0.00864124433918501
1836,31.8357427266255,19.9720746595284,1.23414466918067,-0.832676348104364,1.41900628665497,-0.0332378338997787
1837,30.8419470820824,24.646893345981,1.16712595234236,-0.993795644543088,4.67481868645252,-0.0670187168383083
1838,29.3734835268159,24.1010786440034,1.1281729865246,-1.46846355526649,-0.545814701977587,-0.0389529658177563
1839,29.4875353412773,23.5569785305775,1.18834445710565,0.114051814461391,-0.544100113425902,0.0601714705810483
1840,31.4346074661036,20.3527554758375,1.19632907243527,1.94707212482624,-3.20422305473994,0.00798461532961814
1841,30.3337363720935,19.4165190125297,1.14402131327378,-1.10087109401007,-0.936236463307836,-0.0523077591614851
1842,31.6542360299539,21.058831938126,1.18296529968454,1.32049965786041,1.64231292559634,0.038943986410761
1843,30.7768808059338,21.4529329820493,1.24275062137531,-0.877355224020153,0.394101043923225,0.059785321690768
1844,32.1550252266436,20.2737629085566,1.31626397403534,1.37814442070983,-1.17917007349265,0.07351335266003
1845,31.4518172177915,18.8340739145012,1.16826220996268,-0.703208008852041,-1.43968899405542,-0.148001764072661
1846,29.9432506880434,21.8284834935664,1.12728980742132,-1.50856652974818,2.99440957906527,-0.0409724025413558
1847,29.5836031569286,23.6853165355157,1.14497911186755,-0.359647531114756,1.8568330419493,0.0176893044462294
1848,30.3346713955979,19.6797822805919,1.23092072870507,0.751068238669252,-4.00553425492388,0.0859416168375176
1849,32.8434770147717,19.8404969336457,1.25806985598411,2.50880561917387,0.160714653053805,0.0271491272790372
1850,31.8895847788247,19.7907862529225,1.19817121236008,-0.953892235947066,-0.0497106807231553,-0.0598986436240265
1851,31.7365385813326,20.7184033347868,1.15888990545898,-0.153046197492085,0.927617081864319,-0.0392813069011007
1852,30.6941024699251,22.6978502083588,1.18479766117864,-1.04243611140744,1.97944687357201,0.0259077557196612
1853,31.3657931063219,23.6627933003047,1.1277658815132,0.671690636396814,0.964943091945816,-0.0570317796654378
1854,33.495922715661,19.7578171190165,1.17482517482518,2.13012960933906,-3.90497618128811,0.0470592933119702
1855,31.7477834599875,21.4464178903527,1.22302158273381,-1.7481392556735,1.68860077133618,0.0481964079086379
1856,31.4689722365251,21.7714032735585,1.23276924801076,-0.278811223462419,0.324985383205728,0.00974766527694571
1857,32.4291938553839,27.5768654414931,1.35104190519808,0.960221618858792,5.80546216793469,0.118272657187318
1858,34.7727693475555,21.6921890819018,1.38261100771072,2.34357549217162,-5.88467635959137,0.0315691025126386
1859,34.9921443493423,20.1330129564394,1.39287177386317,0.219375001786844,-1.55917612546241,0.0102607661524556
1860,34.8251394187668,17.6534338703654,1.35032811711257,-0.167004930575544,-2.47957908607397,-0.0425436567506015
1861,32.5660004515841,18.471999987656,1.32657983598649,-2.25913896718273,0.818566117290626,-0.0237482811260763
1862,33.3832366852301,21.3998359557329,1.35302879841112,0.817236233646035,2.9278359680769,0.0264489624246291
1863,33.618227484032,19.3346305372347,1.47229755908563,0.234990798801874,-2.06520541849822,0.119268760674504
1864,33.6118337854733,20.2497928360955,1.53929982291241,-0.00639369855863237,0.915162298860785,0.0670022638267838
1865,32.8146837040435,19.3582709713177,1.50386126541119,-0.797150081429869,-0.891521864777808,-0.0354385575012186
1866,33.1098520837558,19.9801373274917,1.35734795092665,0.295168379712322,0.621866356174007,-0.14651331448454
1867,30.8344855498053,19.6430071569456,1.15330848089469,-2.27536653395049,-0.337130170546029,-0.204039470031964
1868,27.4724027281455,20.9844658027077,1.11633372502938,-3.36208282165986,1.34145864576209,-0.0369747558653102
1869,28.2475487401459,22.2699961281052,1.27421661682486,0.775146012000477,1.28553032539749,0.157882891795483
1870,28.7820203518987,19.802139521635,1.2699235454192,0.534471611752803,-2.4678566064702,-0.00429307140565571
1871,30.416226446373,17.2097370717362,1.32180986273513,1.63420609447425,-2.59240244989881,0.0518863173159254
1872,30.0388309782024,16.2756561820266,1.55774613605939,-0.377395468170615,-0.934080889709652,0.23593627332426
1873,30.7995054971794,17.2020817033956,1.74418604651163,0.760674518976977,0.926425521369065,0.186439910452239
1874,30.8463467697093,20.3159152602247,1.80656532275832,0.0468412725299352,3.11383355682911,0.062379276246689
